,dataset,target,cv_strategy,test_fold,model,train_spearman,test_spearman
99,A2RQE2_9CELL,activity-ker,fold_random_5,1,SVR,0.19317491879814438,0.22443787224082337
100,A2RQE2_9CELL,activity-aapf,fold_random_5,2,OLS,0.102159675031607,0.0450803636107947
101,A2RQE2_9CELL,activity-aapf,fold_random_5,3,OLS,0.09327754883549647,0.06862859486319813
102,A2RQE2_9CELL,activity-aapf,fold_random_5,0,OLS,0.0984565653709345,0.11712733200277099
103,A2RQE2_9CELL,activity-aapf,fold_random_5,4,OLS,0.0806673042507946,0.10148390017055064
104,A2RQE2_9CELL,activity-aapf,fold_random_5,1,OLS,0.10282828794437299,0.11261159348321705
105,A2RQE2_9CELL,activity-aapf,fold_random_5,2,PolynomialOLS2,0.13368122922244785,0.11933121179549011
106,A2RQE2_9CELL,activity-aapf,fold_random_5,3,PolynomialOLS2,0.14922216961368123,0.07829191322708531
107,A2RQE2_9CELL,activity-aapf,fold_random_5,0,PolynomialOLS2,0.12461565631722855,0.19142738414784052
108,A2RQE2_9CELL,activity-aapf,fold_random_5,4,PolynomialOLS2,0.12897068227099884,0.09314469587380428
109,A2RQE2_9CELL,activity-aapf,fold_random_5,1,PolynomialOLS2,0.12240393204039746,0.15802685569066252
110,A2RQE2_9CELL,activity-aapf,fold_random_5,2,PolynomialOLS3,0.13944130398220064,0.14480106398612919
111,A2RQE2_9CELL,activity-aapf,fold_random_5,3,PolynomialOLS3,0.1537112564785303,0.11108005854633612
112,A2RQE2_9CELL,activity-aapf,fold_random_5,0,PolynomialOLS3,0.13119001848783432,0.18336205756818
113,A2RQE2_9CELL,activity-aapf,fold_random_5,4,PolynomialOLS3,0.12271582922313394,0.043464782243806455
114,A2RQE2_9CELL,activity-aapf,fold_random_5,1,PolynomialOLS3,0.11440395502608443,0.18981289867913997
115,A2RQE2_9CELL,activity-aapf,fold_random_5,2,SVR,0.13058980788644278,0.13673057447186446
116,A2RQE2_9CELL,activity-aapf,fold_random_5,3,SVR,0.14185131770114645,0.10632003688257344
117,A2RQE2_9CELL,activity-aapf,fold_random_5,0,SVR,0.12972427303536974,0.13890942154648658
118,A2RQE2_9CELL,activity-aapf,fold_random_5,4,SVR,0.1259061153295097,0.05163669920511294
119,A2RQE2_9CELL,activity-aapf,fold_random_5,1,SVR,0.1010170288207689,0.15529018142193093
120,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,2,OLS,0.12787096665943168,0.09800149435380727
121,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,3,OLS,0.11166193829078584,0.14282005697569955
122,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,0,OLS,0.12638072704200598,0.05377344016423204
123,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,4,OLS,0.10566155960732189,0.11565268219366712
124,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,1,OLS,0.1046059338820192,0.14111093356501647
125,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,2,PolynomialOLS2,0.16678942091471857,0.15045919319153056
126,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,3,PolynomialOLS2,0.15716750482178565,0.15986994790056383
127,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,0,PolynomialOLS2,0.16939818544627455,0.1129771084408497
128,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,4,PolynomialOLS2,0.14977116891276113,0.17550927230739405
129,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,1,PolynomialOLS2,0.15705808809885785,0.19007752097870428
130,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,2,PolynomialOLS3,0.16603751754913962,0.16567167356557772
131,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,3,PolynomialOLS3,0.16283526354268527,0.1720734565741122
132,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,0,PolynomialOLS3,0.17388997030799386,0.10093078817646829
133,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,4,PolynomialOLS3,0.14789028368091164,0.1444935391079322
134,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,1,PolynomialOLS3,0.15709005186587818,0.16393236258017221
135,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,2,SVR,0.16390751852014793,0.14348774208968904
136,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,3,SVR,0.16418951139635932,0.15493023828938032
137,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,0,SVR,0.1666017759965563,0.09796074528963362
138,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,4,SVR,0.1494662861531388,0.19197873893384199
139,A2RQE2_9CELL,activity-bmi-lvj-1,fold_random_5,1,SVR,0.15505951118180084,0.18403959268827247
140,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,2,OLS,0.10988894575489588,0.08022119085622778
141,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,3,OLS,0.09206512306862698,0.11830638498618494
142,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,0,OLS,0.10333903706374296,0.03555225659658057
143,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,4,OLS,0.0821178301915719,0.08880229793799113
144,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,1,OLS,0.07654498982778991,0.11880325260668562
145,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,2,PolynomialOLS2,0.1573943602525471,0.16564181237579098
146,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,3,PolynomialOLS2,0.15440588476197545,0.11619547015970004
147,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,0,PolynomialOLS2,0.16044164794415375,0.1280485488842781
148,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,4,PolynomialOLS2,0.1343722452645454,0.15927163453211135
149,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,1,PolynomialOLS2,0.13163151849333393,0.15236863837896022
150,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,2,PolynomialOLS3,0.171528917500384,0.14410256775681968
151,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,3,PolynomialOLS3,0.14303538270069677,0.13579249079774738
152,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,0,PolynomialOLS3,0.17030661456289517,0.1403843642628341
153,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,4,PolynomialOLS3,0.13791069102748055,0.14554564806842274
154,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,1,PolynomialOLS3,0.1493922824419449,0.16499996259982772
155,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,2,SVR,0.1832137965736289,0.15300798289572373
156,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,3,SVR,0.16265532390964557,0.1355234164530921
157,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,0,SVR,0.16771646347477592,0.12126975227392733
158,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,4,SVR,0.14853679787363608,0.1994259397946994
159,A2RQE2_9CELL,activity-bmi-low-ph,fold_random_5,1,SVR,0.15867388499337284,0.19620255963146138
160,A2RQE2_9CELL,activity-adw-egg,fold_random_5,2,OLS,0.09940517887646388,0.024594093873946104
161,A2RQE2_9CELL,activity-adw-egg,fold_random_5,3,OLS,0.09862416956215764,0.08339804775148901
162,A2RQE2_9CELL,activity-adw-egg,fold_random_5,0,OLS,0.09835982198041718,0.08613211529626918
163,A2RQE2_9CELL,activity-adw-egg,fold_random_5,4,OLS,0.06343273386869479,0.1455896944000273
164,A2RQE2_9CELL,activity-adw-egg,fold_random_5,1,OLS,0.09277567174093733,0.07695637670007298
165,A2RQE2_9CELL,activity-adw-egg,fold_random_5,2,PolynomialOLS2,0.14146390665953723,0.07227810747318765
166,A2RQE2_9CELL,activity-adw-egg,fold_random_5,3,PolynomialOLS2,0.11585423023629662,0.08277632741901446
167,A2RQE2_9CELL,activity-adw-egg,fold_random_5,0,PolynomialOLS2,0.12100410262822259,0.11328735392975817
168,A2RQE2_9CELL,activity-adw-egg,fold_random_5,4,PolynomialOLS2,0.07876485723777307,0.0891381203386413
169,A2RQE2_9CELL,activity-adw-egg,fold_random_5,1,PolynomialOLS2,0.1067496553393429,0.12303807841569882
170,A2RQE2_9CELL,activity-adw-egg,fold_random_5,2,PolynomialOLS3,0.16489768571249658,0.07668518327167301
171,A2RQE2_9CELL,activity-adw-egg,fold_random_5,3,PolynomialOLS3,0.15704812570861065,0.11989816777863546
172,A2RQE2_9CELL,activity-adw-egg,fold_random_5,0,PolynomialOLS3,0.14694519947936954,0.12662551143421746
173,A2RQE2_9CELL,activity-adw-egg,fold_random_5,4,PolynomialOLS3,0.11055659682967602,0.14267988816439578
174,A2RQE2_9CELL,activity-adw-egg,fold_random_5,1,PolynomialOLS3,0.13797404900461763,0.12439266885750773
175,A2RQE2_9CELL,activity-adw-egg,fold_random_5,2,SVR,0.1268469416374644,0.07989625646163903
176,A2RQE2_9CELL,activity-adw-egg,fold_random_5,3,SVR,0.11897642369961027,0.08313522040572631
177,A2RQE2_9CELL,activity-adw-egg,fold_random_5,0,SVR,0.10934959807525951,0.10911908524099882
178,A2RQE2_9CELL,activity-adw-egg,fold_random_5,4,SVR,0.09263580814445531,0.12753310086779962
179,A2RQE2_9CELL,activity-adw-egg,fold_random_5,1,SVR,0.09959070746914252,0.11561644135926075
180,A2RQE2_9CELL,activity-protein,fold_modulo_5,0,OLS,0.09661980876384206,0.09243166868254186
181,A2RQE2_9CELL,activity-protein,fold_modulo_5,1,OLS,0.07259469960614362,-0.005302232930449317
182,A2RQE2_9CELL,activity-protein,fold_modulo_5,2,OLS,0.12453015857207858,-0.0030617505518209763
183,A2RQE2_9CELL,activity-protein,fold_modulo_5,3,OLS,0.04734002779680322,0.07640395318961861
184,A2RQE2_9CELL,activity-protein,fold_modulo_5,4,OLS,0.044761280783009276,0.11142641817352955
185,A2RQE2_9CELL,activity-protein,fold_modulo_5,0,PolynomialOLS2,0.16695266075667944,0.0954364426164124
186,A2RQE2_9CELL,activity-protein,fold_modulo_5,1,PolynomialOLS2,0.17599485002691473,0.0024439205186930317
187,A2RQE2_9CELL,activity-protein,fold_modulo_5,2,PolynomialOLS2,0.15476787945205364,0.1448456802007215
188,A2RQE2_9CELL,activity-protein,fold_modulo_5,3,PolynomialOLS2,0.14162451177728141,0.2347368834867303
189,A2RQE2_9CELL,activity-protein,fold_modulo_5,4,PolynomialOLS2,0.1355955403366534,0.17782627407282312
190,A2RQE2_9CELL,activity-protein,fold_modulo_5,0,PolynomialOLS3,0.179230589813476,0.15625720942177046
191,A2RQE2_9CELL,activity-protein,fold_modulo_5,1,PolynomialOLS3,0.19875189843928395,0.02650416043023057
192,A2RQE2_9CELL,activity-protein,fold_modulo_5,2,PolynomialOLS3,0.18298671760987464,0.09264010362164507
193,A2RQE2_9CELL,activity-protein,fold_modulo_5,3,PolynomialOLS3,0.13022959350057883,0.23345206724634768
194,A2RQE2_9CELL,activity-protein,fold_modulo_5,4,PolynomialOLS3,0.16505207183357418,0.19862487772702936
195,A2RQE2_9CELL,activity-protein,fold_modulo_5,0,SVR,0.176452480806899,0.11127271412714493
196,A2RQE2_9CELL,activity-protein,fold_modulo_5,1,SVR,0.1963658892414716,-0.005762078537963864
197,A2RQE2_9CELL,activity-protein,fold_modulo_5,2,SVR,0.1868218496528084,0.13751466755069253
198,A2RQE2_9CELL,activity-protein,fold_modulo_5,3,SVR,0.15561418723148374,0.24113185013928962
199,A2RQE2_9CELL,activity-protein,fold_modulo_5,4,SVR,0.16756812947937824,0.21252809624812824
200,A2RQE2_9CELL,activity-las,fold_modulo_5,0,OLS,0.03682239901412275,0.11714259741238613
201,A2RQE2_9CELL,activity-las,fold_modulo_5,1,OLS,0.05814831492069034,-0.0048563643746615546
202,A2RQE2_9CELL,activity-las,fold_modulo_5,2,OLS,0.07469884156938762,0.08514042982702427
203,A2RQE2_9CELL,activity-las,fold_modulo_5,3,OLS,0.06581679510256291,-0.010762613008860828
204,A2RQE2_9CELL,activity-las,fold_modulo_5,4,OLS,0.038860573067266306,0.12055076521542371
205,A2RQE2_9CELL,activity-las,fold_modulo_5,0,PolynomialOLS2,0.1409231564035876,0.10487769560457735
206,A2RQE2_9CELL,activity-las,fold_modulo_5,1,PolynomialOLS2,0.1707808173431015,-0.04354187387037182
207,A2RQE2_9CELL,activity-las,fold_modulo_5,2,PolynomialOLS2,0.13765400434567931,0.06002039398034458
208,A2RQE2_9CELL,activity-las,fold_modulo_5,3,PolynomialOLS2,0.09815266998966228,0.11391176719934619
209,A2RQE2_9CELL,activity-las,fold_modulo_5,4,PolynomialOLS2,0.1471192692353295,0.12178088711766044
210,A2RQE2_9CELL,activity-las,fold_modulo_5,0,PolynomialOLS3,0.10482932848583733,-0.04792157734303091
211,A2RQE2_9CELL,activity-las,fold_modulo_5,1,PolynomialOLS3,0.11608300392432276,-0.07632520224952359
212,A2RQE2_9CELL,activity-las,fold_modulo_5,2,PolynomialOLS3,0.09655112621315062,0.030639593634320065
213,A2RQE2_9CELL,activity-las,fold_modulo_5,3,PolynomialOLS3,0.07837464443380042,0.14951990198301918
214,A2RQE2_9CELL,activity-las,fold_modulo_5,4,PolynomialOLS3,0.0882198255658442,0.12791988824693157
215,A2RQE2_9CELL,activity-las,fold_modulo_5,0,SVR,0.1192353397604727,0.013962463332591948
216,A2RQE2_9CELL,activity-las,fold_modulo_5,1,SVR,0.1419479580101569,-0.04448016652763161
217,A2RQE2_9CELL,activity-las,fold_modulo_5,2,SVR,0.12206255836300237,0.063802762658021
218,A2RQE2_9CELL,activity-las,fold_modulo_5,3,SVR,0.09530411029194472,0.10005718780630452
219,A2RQE2_9CELL,activity-las,fold_modulo_5,4,SVR,0.09831259569552911,0.14060939746147844
220,A2RQE2_9CELL,activity-ther,fold_modulo_5,0,OLS,0.07638270039270482,0.07810485494832935
221,A2RQE2_9CELL,activity-ther,fold_modulo_5,1,OLS,0.06895979018560523,0.08929388318002421
222,A2RQE2_9CELL,activity-ther,fold_modulo_5,2,OLS,0.06580756096841889,0.11709262770675134
223,A2RQE2_9CELL,activity-ther,fold_modulo_5,3,OLS,0.07428734339931749,0.028875730131176013
224,A2RQE2_9CELL,activity-ther,fold_modulo_5,4,OLS,0.0068753993661923255,0.10355922780758638
225,A2RQE2_9CELL,activity-ther,fold_modulo_5,0,PolynomialOLS2,0.1149954663666133,0.02054329749992432
226,A2RQE2_9CELL,activity-ther,fold_modulo_5,1,PolynomialOLS2,0.10154715594294787,0.0689892167855011
227,A2RQE2_9CELL,activity-ther,fold_modulo_5,2,PolynomialOLS2,0.09211069758609891,0.09480722249536079
228,A2RQE2_9CELL,activity-ther,fold_modulo_5,3,PolynomialOLS2,0.10385499238045717,0.10920808569644429
229,A2RQE2_9CELL,activity-ther,fold_modulo_5,4,PolynomialOLS2,0.09115067186201829,0.05861252344562558
230,A2RQE2_9CELL,activity-ther,fold_modulo_5,0,PolynomialOLS3,0.1221006609977623,0.0006512574001474611
231,A2RQE2_9CELL,activity-ther,fold_modulo_5,1,PolynomialOLS3,0.08657017981634878,0.060657727963507144
232,A2RQE2_9CELL,activity-ther,fold_modulo_5,2,PolynomialOLS3,0.07262783060724361,0.05767840920282817
233,A2RQE2_9CELL,activity-ther,fold_modulo_5,3,PolynomialOLS3,0.07726824475708824,0.15739966042868506
234,A2RQE2_9CELL,activity-ther,fold_modulo_5,4,PolynomialOLS3,0.08082312632563156,0.0904631198159191
235,A2RQE2_9CELL,activity-ther,fold_modulo_5,0,SVR,0.11988499170538416,0.01172913504860995
236,A2RQE2_9CELL,activity-ther,fold_modulo_5,1,SVR,0.08861762430663314,0.10354043184491028
237,A2RQE2_9CELL,activity-ther,fold_modulo_5,2,SVR,0.0955460693082035,0.06724016562855717
238,A2RQE2_9CELL,activity-ther,fold_modulo_5,3,SVR,0.10114624198916093,0.1793345028064053
239,A2RQE2_9CELL,activity-ther,fold_modulo_5,4,SVR,0.10274298508156712,0.08756466612321094
240,A2RQE2_9CELL,activity-casein,fold_modulo_5,0,OLS,0.0025121553259154486,-0.01576211945707904
241,A2RQE2_9CELL,activity-casein,fold_modulo_5,1,OLS,0.03375168126541271,-0.05359599290288994
242,A2RQE2_9CELL,activity-casein,fold_modulo_5,2,OLS,0.037761137351137196,-0.03726311096703039
243,A2RQE2_9CELL,activity-casein,fold_modulo_5,3,OLS,0.020961457825780728,0.02857724421993924
244,A2RQE2_9CELL,activity-casein,fold_modulo_5,4,OLS,-0.011728283806395064,0.09187142746005938
245,A2RQE2_9CELL,activity-casein,fold_modulo_5,0,PolynomialOLS2,0.0811809425744468,-0.07207660304253018
246,A2RQE2_9CELL,activity-casein,fold_modulo_5,1,PolynomialOLS2,0.07517083704063438,-0.165115477270407
247,A2RQE2_9CELL,activity-casein,fold_modulo_5,2,PolynomialOLS2,0.043959652926169254,0.026950631769620734
248,A2RQE2_9CELL,activity-casein,fold_modulo_5,3,PolynomialOLS2,0.10681404001501059,-0.05676637876078185
