,job_name,model,status,test_fold,ph,test_mse,test_r_square,test_spearman,test_mph,test_ndcg,train_mse,train_r_square,train_spearman,train_mph,train_ndcg,valid_mse,valid_r_square,valid_spearman,valid_mph,valid_ndcg
0,apbsconv-fold-0-ph-74-20-15-03-55,apbsconv,Completed,0,7.4,0.21489690378332144,0.4703910431338717,0.6567471368762973,0.5454545454545454,1.3562572915383444,0.1481508608439151,0.6793556225841711,0.7971516275032701,0.5613079019073569,1.1825201846350697,0.20366988497739139,0.5243963748766539,0.6824045814615411,0.475,1.382487954297669
1,apbsconv-fold-1-ph-74-20-15-04-00,apbsconv,Completed,1,7.4,0.23516907730482176,0.45084043379559346,0.6888421178971915,0.6416666666666667,1.4215038093018726,0.1017519454991449,0.7677074670519064,0.8378126560183907,0.6975476839237057,1.137965345860451,0.20542163612740755,0.569569628762576,0.7237516986150865,0.6475409836065574,1.3577637443093329
2,apbsconv-fold-2-ph-74-20-15-04-04,apbsconv,Completed,2,7.4,0.2117860827239123,0.5562338810638514,0.7491848712769869,0.639344262295082,1.2697879426112608,0.14454739395085509,0.657941090220998,0.7748439909528095,0.6703296703296703,1.1830140362210704,0.24779572260021737,0.47788200349556653,0.6802535222034993,0.5934959349593496,1.511440286774497
3,apbsconv-fold-3-ph-74-20-15-04-08,apbsconv,Completed,3,7.4,0.21354341109503472,0.5500533391064906,0.732961549610272,0.6097560975609756,1.386431000385811,0.10404047310271375,0.7620388246891199,0.8522569861405259,0.7307692307692307,1.1137455114895425,0.18536522812256748,0.5712319479795973,0.6882329859691296,0.5491803278688525,1.3058670281990614
4,apbsconv-fold-4-ph-74-20-15-04-12,apbsconv,Completed,4,7.4,0.2113834773288184,0.5110491718347145,0.6582423619113704,0.6721311475409836,1.51149648661021,0.10371645151638863,0.7747757534414703,0.8572142262662403,0.8524590163934426,1.1196084355220874,0.21122581228829576,0.4794383718901809,0.689498060585989,0.8016528925619835,1.3949572795289018
5,apbsconv-fold-0-ph-1-20-15-04-17,apbsconv,Completed,0,1.0,0.2460188178615602,0.39369173215974806,0.6050244120288829,0.48760330578512395,1.3992350255711257,0.14651930559136978,0.6828868137982613,0.7900713898875509,0.5068119891008175,1.181860407470999,0.1938982961950756,0.5472146872088866,0.6835593772504373,0.48333333333333334,1.3903778178678452
6,apbsconv-fold-1-ph-1-20-15-04-22,apbsconv,Completed,1,1.0,0.20146914849568284,0.5295354667397341,0.6710803813312302,0.7,1.4215042389078136,0.13793128788922246,0.6851125737261755,0.7761910805710928,0.773841961852861,1.1830338184130609,0.2033938389704097,0.5738185749764959,0.7359833793869702,0.7622950819672131,1.385045472172717
7,apbsconv-fold-2-ph-1-20-15-04-27,apbsconv,Completed,2,1.0,0.20873818189299842,0.5626203022358229,0.7261613570747061,0.7459016393442623,1.3632144305688543,0.13326446527022023,0.6846411653875166,0.7772171336285657,0.8076923076923077,1.178502645643024,0.23368654472084968,0.507610747839492,0.6893692046493405,0.7398373983739838,1.5506081459378989
8,apbsconv-fold-3-ph-1-20-15-04-33,apbsconv,Completed,3,1.0,0.2140635078136059,0.5489574692753272,0.6946760018729872,0.7479674796747967,1.394051367055207,0.11241554029708366,0.7428833866807563,0.8480822617304354,0.8791208791208791,1.1716635612059636,0.2035371523200299,0.5291984953276444,0.660924624859051,0.7704918032786885,1.377512185984871
9,apbsconv-fold-4-ph-1-20-15-04-39,apbsconv,Completed,4,1.0,0.23180959870580375,0.46380153881396646,0.6321491559586797,0.5163934426229508,1.5591216060887023,0.13428067341938663,0.7084043750429074,0.8216052689040969,0.5956284153005464,1.1943463176597122,0.21138554152104358,0.47904472251298047,0.6671726371179922,0.5619834710743802,1.4405136208302227
10,apbsconv-fold-0-ph-13-20-15-04-44,apbsconv,Completed,0,13.0,0.2494059725507951,0.3853441597651329,0.619754424523426,0.5867768595041323,1.3619395097124194,0.12837545014409002,0.7221557400851297,0.7918570739514855,0.6294277929155313,1.147234777516679,0.21497942369686399,0.49798668935023893,0.6657462021192689,0.5583333333333333,1.2757841030062462
11,apbsconv-fold-1-ph-13-20-15-04-50,apbsconv,Completed,1,13.0,0.24236031967023083,0.43404766672299055,0.6328486677411612,0.4583333333333333,1.435591227289799,0.18818031015589431,0.5703975910963008,0.7335608232088833,0.44141689373297005,1.2140671793000881,0.2559267647750016,0.4637436715606056,0.7213040407419797,0.39344262295081966,1.3681749395995715
12,apbsconv-fold-2-ph-13-20-15-04-55,apbsconv,Completed,2,13.0,0.23274429593533308,0.5123190741178594,0.7203614900726532,0.5983606557377049,1.3052849796107064,0.1631064672617423,0.6140226479045006,0.7406479324559717,0.6758241758241759,1.1621505430068153,0.2710986162648405,0.4287816395939734,0.6268837378200085,0.5365853658536586,1.5534335640899195
13,apbsconv-fold-3-ph-13-20-15-05-01,apbsconv,Completed,3,13.0,0.22846016282189907,0.518622996224625,0.7018111914173861,0.6504065040650406,1.4023688433479362,0.08927144624780084,0.7958185152632236,0.8617234622889521,0.8296703296703297,1.0767763698943489,0.2533651201533692,0.4139414920567319,0.613085841501142,0.6557377049180327,1.3416999910654333
14,apbsconv-fold-4-ph-13-20-15-05-07,apbsconv,Completed,4,13.0,0.30232571684369874,0.3006908037734455,0.5435370019288833,0.30327868852459017,1.6389642314905257,0.20309666783339148,0.5589678076857879,0.7482347899139558,0.4426229508196721,1.186698745657457,0.27373590137753956,0.3253835554022545,0.5913531740655436,0.4462809917355372,1.3890426830880285
