,dataset,target,cv_strategy,test_fold,model,train_spearman,test_spearman
38,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_modulo_5,1,SVR,0.33556341790637206,0.0344686914135733
39,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_modulo_5,3,SVR,0.34504652672689395,-0.06613821709786276
40,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,0,OLS,0.08448655422984086,0.10818760300311298
41,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,1,OLS,0.15699438812495287,-0.026844300712410944
42,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,2,OLS,0.12746338268409577,0.033676790401199856
43,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,3,OLS,0.11829790383194161,0.07206707725081593
44,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,4,OLS,0.08408595458731435,0.08878119153348511
45,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,0,PolynomialOLS2,0.06277617062494954,0.12615592382347554
46,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,1,PolynomialOLS2,0.20141895754151548,-0.03536276715410574
47,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,2,PolynomialOLS2,0.12917621427808185,0.2968758905136858
48,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,3,PolynomialOLS2,0.12956938177387095,0.017329200180256455
49,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,4,PolynomialOLS2,0.12942885202026014,0.09165746229966412
50,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,0,PolynomialOLS3,0.13109753593861007,-0.026860922907892326
51,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,1,PolynomialOLS3,0.23689419011293678,-0.08936773528308961
52,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,2,PolynomialOLS3,0.15411922542652595,0.46517285339332587
53,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,3,PolynomialOLS3,0.17822801466719515,0.022496551912493685
54,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,4,PolynomialOLS3,0.257084040808104,0.18923427180307914
55,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,0,SVR,0.30870260070331934,0.20095335103460904
56,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,1,SVR,0.3422500207169792,-0.06109978440194975
57,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,2,SVR,0.27556563413948815,-0.0814968128983877
58,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,3,SVR,0.34887699851685744,0.15411107621297573
59,TCRG1_MOUSE_Tsuboyama_2023_1E0L,DMS_score,fold_contiguous_5,4,SVR,0.36820932139979273,0.10192728174379549
